text,label
"Notwithstanding the foregoing, (a) either Party may, without the other Party's consent, assign this Agreement and its rights and obligations hereunder in whole or in part to an Affiliate; and (b) Dova may assign this Agreement to a successor in interest in connection with the sale or other transfer of all or substantially all of Dova's assets or rights relating to the Product; provided that such assignee shall remain subject to all of the terms and conditions hereof in all respects and shall assume all obligations of Dova hereunder whether accruing before or after such assignment.",Transfer
"In the event either Party desires to make such an assignment or other transfer of this Agreement or any rights or obligations hereunder, such Party shall deliver a written notice to the other Party requesting the other Party's written consent in accordance with this Section 13.2, and the other Party shall provide such Party written notice of its determination whether to provide such written consent within [***] following its receipt of such written notice from such Party.",Transfer
"Except as provided in this Section 13.2, this Agreement may not be assigned or otherwise transferred, nor may any rights or obligations hereunder be assigned or transferred, by either Party, without the written consent of the other Party (such consent not to be unreasonably withheld); provided that a merger, sale of stock or comparable transaction shall not constitute an assignment.",Transfer
"Except to Affiliates of Valeant, Valeant shall not subcontract the Valeant Activities with any Third Party (including any contract sales force).",Transfer
Any attempted assignment not in accordance with this Section 13.2 shall be void.,Transfer
"As between the Parties, Dova shall own all right, title and interest in and to any Product Materials (and all content contained therein) and any Product Labeling (and all content contained therein), including applicable copyrights and trademarks (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling), and to the extent Valeant (or any of its Affiliates) obtains or otherwise has a claim to any of the foregoing, Valeant hereby assigns (and shall cause any applicable Affiliate to assign) all of its right, title and interest in and to such Product Materials (and content) and Product Labeling (and content) (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling) to Dova and Valeant agrees to (and shall cause its applicable Affiliate to) execute all documents and take all actions as are reasonably requested by Dova to vest title to such Product Materials (and content) and Product Labeling (and content) in Dova (or its designated Affiliate).",IP
"The ownership, and all goodwill from the use, of any Dova Trademarks and Copyrights shall at all times vest in and inure to the benefit of Dova, and Valeant shall assign, and hereby does assign, any rights it may have in the foregoing to Dova.",IP
"Valeant agrees to assign, and hereby does assign, to Dova (and shall cause its Affiliates and its and their respective employees and other representatives to assign to Dova) any and all right, title and interest that Valeant (or any such Affiliates, employees or other representatives) may have in or to any Invention.",IP
"During the Term, subject to the terms and conditions of this Agreement, Dova hereby grants to Valeant the right, on a co-exclusive basis (solely with Dova and its Affiliates), to Detail and promote the Product in the Specialty in the Territory in the Field, and to conduct the Valeant Activities and the activities of the institutional account management team (pursuant to and subject to the terms of Section 4.1.5) for the Product in the Territory in the Field in accordance with the terms and conditions of this Agreement.",IP
Valeant shall have the non-exclusive right to use the Dova Trademarks and Copyrights solely on Product Materials in order to perform the Valeant Activities and solely in accordance with the terms and conditions of this Agreement.,IP
"[***], Valeant hereby grants to Dova a fully paid-up, royalty free, non-transferable, non- exclusive license (with a limited right to sub-license to its Affiliates) to any Valeant Property that appears on, embodied on or contained in the Product materials or Product Labeling solely for use in connection with Dova's promotion or other commercialization of the Product in the Territory.",IP
"Except to Affiliates of Valeant, Valeant's rights and obligations under this Section 2.1 are non-transferable, non-assignable, and non-delegable.",IP
"THE FOREGOING SENTENCE SHALL NOT LIMIT (1) THE OBLIGATIONS OF EITHER PARTY TO INDEMNIFY THE OTHER PARTY FROM AND AGAINST THIRD PARTY CLAIMS UNDER SECTION 11.1 OR 11.2, AS APPLICABLE, OR (2) DAMAGES AVAILABLE FOR A PARTY'S BREACH OF THE CONFIDENTIALITY AND NON-USE OBLIGATIONS IN ARTICLE 9.",Liability
"Notwithstanding the above, the sole remedy of Dova for breach of this Section 4.1.2 shall be (i) the adjustment to the promotion fee as set forth in Section 6.1.2 and (ii) the termination right set out in Section 12.2.2.",Liability
"NOTWITHSTANDING ANY OTHER PROVISION CONTAINED HEREIN (OTHER THAN AS SET FORTH IN THE SECOND SENTENCE OF THIS SECTION 11.4), IN NO EVENT SHALL DOVA (OR ITS AFFILIATES) OR VALEANT (OR ITS AFFILIATES) BE LIABLE TO THE OTHER OR ANY OF THE OTHER PARTY'S AFFILIATES FOR ANY CONSEQUENTIAL, INCIDENTAL, INDIRECT, SPECIAL, PUNITIVE OR EXEMPLARY DAMAGES (INCLUDING LOST PROFITS) SUFFERED OR INCURRED BY SUCH OTHER PARTY OR ITS AFFILIATES THAT ARISE OUT OF OR RELATE TO THIS AGREEMENT OR IN CONNECTION WITH A BREACH OR ALLEGED BREACH OF THIS AGREEMENT, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, AND REGARDLESS OF ANY NOTICE OF THE POSSIBILITY OF SUCH DAMAGES.",Liability
"Solely in the event that Dova has terminated this Agreement pursuant to Section 12.3.1 and notwithstanding anything else herein, in consideration of the promotion services performed by Valeant during the Term, with respect to the Tail Period, Dova shall make payments to Valeant in an amount equal to [***] of the amounts that would have been payable by Dova to Valeant with respect to such Tail Period pursuant to Section 6.1 had the Agreement not been so terminated.",Liability
"This Agreement shall commence on the Effective Date and, subject to earlier termination in accordance with the provisions of Section 16, shall continue in force for a period being the longer of fifteen (15) years from first Commercial Launch of the Product in the Territory or until  the expiration of the last valid claim in the PPI Patents covering the Product in any country of the Territory (the ""Initial Term"").",Termination
Thereafter  the term of this Agreement shall automatically renew for consecutive periods of two (2) years each.,Termination
"This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New  York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit  any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.",Governance
"During the Term, PPI and its Affiliates shall not: (i) file for Marketing Authorization with respect to any Competing Product in  any country in the Territory, (ii) manufacture or have manufactured any Competing Product in any country in the Territory, (iii) market or  have marketed any Competing Product in any country in the Territory or (iv) license any Third Party to do any of the foregoing.",Restriction
"EKR shall not, during [**], market, distribute or sell a Competing Product in the Territory unless during such time an A/B  rated generic product of the Product(s) is launched in such country of the Territory or in the event this Agreement is terminated or EKR  exercises its rights under Section 17.4 hereof.",Restriction
"Subject to the terms of this Agreement, PPI hereby appoints EKR and EKR agrees to be retained as the exclusive  distributor, and Authorized Distributor of Record, of the Products in the Field in the Territory during the Term to market, distribute,  warehouse and sell the Products.",Restriction
PPI hereby grants to EKR a royalty free and exclusive license (with the right to sublicense) to use the  Trademarks in the Territory solely in connection with the exercise of the Distribution Rights in the Territory during the Term (and thereafter  as set forth in Section 17.4) and EKR shall market and sell the Products under the Trademarks.,Restriction
"PPI hereby grants EKR the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the Products (the ""Distribution Rights"") in the Field in the Territory during the Term, as  well as to make or have made the Products anywhere in the world for import or sale in the Field in the Territory in each case, under the PPI  IP provided that PPI retains all rights necessary to manufacture and supply the Products to EKR in accordance with this Agreement and the  Supply Agreement.",Restriction
"At any time after July 1, 2015, PPI shall have the right, exercisable upon sixty (60) days prior written notice to EKR, to terminate the Lease Term and repurchase the Transferred Equipment from EKR, subject to payment by PPI to EKR within five (5) days of such  notice of any principal paid by EKR under the Promissory Note, which if exercised shall result in the termination of the Step-in Right  set forth in Section 17.5.",Termination
"At any time between the Agreement Date and July 1, 2015, EKR shall have the right, exercisable upon sixty (60) days prior written  notice to PPI, to terminate the Lease Term and sell the Transferred Equipment back to PPI, subject to payment by PPI to EKR within  five (5) days of such notice of $[**] in cash, which if exercised shall result in (i) an offset against the unpaid balance of principal and  interest under the Promissory Note pursuant to Section 3.20(f) below; and (ii) the termination of the Step-in Right described in  Section 17.5.",Termination
"EKR may terminate this Agreement for convenience at any time upon [**] ([**]) days prior, written notice to PPI.",Termination
(i) the other Party ceases or threatens to cease to carry on the whole or any material part of its business;,Transfer
"(iii) upon any Change of Control (as defined in Section 20.4) of PPI, by repayment to EKR in full of the balance of the  Advanced Royalty Payment not previously used for offsets, which payment shall be made to EKR by PPI within ten  (10) days after the closing date (without any conditions) of any such Change of Control.",Transfer
"Offsets and/or repayment of the Advanced Royalty Payment shall commence on [**] and shall continue, unless sooner  paid, through [**] (the ""Royalty Offset Period"") and such offsets will be taken by EKR (and such repayment will be made  by PPI) as follows:",Transfer
"Should there be a Change of Control of either Party resulting in the control of such Party by a Third Party which  markets or sells a Competing Product in any part of the Territory, then the rights under this Agreement may not be assigned without the  express consent of the other Party which consent shall not be unreasonably withheld. ""Change of Control"" shall mean (a) the sale, lease,  exchange, license or disposition of all or substantially all of the Party's assets in one transaction or series of related transactions or (b) a  merger or consolidation with an unaffiliated Third Party as a result of which the holders of the Party's issued and outstanding voting  securities immediately before such transaction own or control less than a majority of the voting securities of the continuing or surviving  entity immediately after such transaction.",Transfer
Either Party shall be entitled forthwith to terminate this Agreement by notice to the other if:,Transfer
"Subject to Section 20.2, neither Party shall, nor shall it purport to, assign, license, transfer or change any of its rights or  obligations under this Agreement without the prior written consent of the other, such consent not to be unreasonably withheld  conditioned or delayed; provided, however, that except as provided in Section 20.4 either Party may assign its rights hereunder to an  Affiliate or to any successor by merger, consolidation, sale of stock or other equity interests or the sale of substantially all of the assets of  such Party without the consent of the other Party.",Transfer
"Should there be a Change of Control of either Party resulting in the control of such Party by a Third Party which  markets or sells a Competing Product in any part of the Territory, then the rights under this Agreement may not be assigned without the  express consent of the other Party which consent shall not be unreasonably withheld.",Transfer
"Upon termination of this Agreement for any reason except by EKR pursuant to Section 16.1(a), EKR shall promptly transfer the Transferred NDA and related regulatory documentation to PPI in accordance with Section 17.1(e).",IP
"Upon any termination or expiration of this Agreement, EKR shall promptly transfer the Domain Names back to PPI.",IP
(d) EKR shall assign to PPI free of charge any domain name registrations it has registered pursuant to Section 8.5;,IP
"On the Effective Date, PPI has transferred the Domain Names to EKR for use in connection with the exercise of  the Distribution Rights.",IP
"Promptly after the Agreement  Date, PPI shall provide EKR with copies of all agreements relating to the Required Studies and shall assign such agreements to EKR if and  to the extent (i) such agreements are assignable in accordance with their terms and (ii) requested by EKR.",IP
"Effective as of the Agreement Date, PPI hereby sells, transfers, conveys and assigns to EKR all right, title  and interest in and to [**] (the ""Transferred NDA"").",IP
"Upon termination of this Agreement for any reason except as set forth in Section 17.4 below (and, if applicable, in respect of that country in  respect of which termination occurs):",IP
"Joint Improvements  shall be owned jointly by the Parties, and PPI's interest therein shall be licensed to EKR hereunder.",IP
"PPI hereby grants EKR the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the Products (the ""Distribution Rights"") in the Field in the Territory during the Term, as  well as to make or have made the Products anywhere in the world for import or sale in the Field in the Territory in each case, under the PPI  IP provided that PPI retains all rights necessary to manufacture and supply the Products to EKR in accordance with this Agreement and the  Supply Agreement.",IP
"EKR Improvements shall be owned by EKR  and upon termination of this Agreement by PPI pursuant to Section, shall be deemed be licensed to PPI on a worldwide, non-exclusive,  irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing.",IP
PPI Improvements shall be owned by PPI and be licensed to EKR hereunder.,IP
"The Step-in Right shall include, without limitation, and to the extent allowable under Applicable Law, PPI's grant to EKR of  such additional license rights, rights of access, rights of observation and rights of management, direction and control, in  each case solely with respect to the manufacture and supply of Product and as reasonably necessary to enable and permit  EKR (or EKR's designee) to ensure that the supply of Product shall continue to be available to EKR under this Agreement  and the Supply Agreement; provided that EKR in exercising the Step-in Right shall not (i) unreasonably interfere with PPI's  other activities at the facilities at which the Product is manufactured, tested, labeled, stored or",IP
PPI hereby grants to EKR a royalty free and exclusive license (with the right to sublicense) to use the  Trademarks in the Territory solely in connection with the exercise of the Distribution Rights in the Territory during the Term (and thereafter  as set forth in Section 17.4) and EKR shall market and sell the Products under the Trademarks.,IP
"Such grant by PPI shall include the right of EKR to market the Product in the Territory during the Term as an EKR  product using in addition to the Trademarks, EKR's own trademarks, trade dress, trade names and other proprietary designations in  combination with the Trademarks.",IP
"otherwise handled (""Product Facilities"") or (ii) require PPI to take any action or fail to take any action that does or could  reasonably be expected to interfere with PPI's other activities at the Product Facilities.",IP
"EKR may appoint sub-distributors under this Agreement provided that EKR:

  (a) informs PPI of the identity of any Third Party sub-distributor (other than Affiliate companies) prior to the execution of any  sub-distribution agreement;",IP
"(b) obtain a confidential nondisclosure agreement with the prospective Sub-Distributor in a form acceptable to PPI, which  acceptance shall not be unreasonably withheld or delayed and containing terms at least as stringent as those terms  included in Article 11 of this Agreement;

  (c) deliver to the prospective Sub-Distributor a redacted copy of this Agreement (""Redacted Agreement"") .  Any sub- distribution agreement shall provide that such agreement is subject and subordinate to the rights of PPI under this  Agreement; and

  (d) provides PPI with a copy of written sub-distribution agreement as soon as reasonably practicable after the execution  thereof by EKR.",IP
however that such limitation shall not apply to the extent that EKR or any EKR Indemnified Party is required to pay in excess of such  amount to a third party in respect of a final judgment or order obtained by the third party or as a result of PPI's breach of Section 7.2.12 of  the Supply Agreement.,Liability
"Any and all liability of PPI to EKR howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance, in contract tort or otherwise, shall be limited (except for death or  personal injury caused by the negligence of PPI or its employees while acting in the course of their employment) to [**] US Dollars ($[**]);  provided",Liability
"Any and all liability of EKR to PPI howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance in contract tort or otherwise shall be limited (except for death or  personal injury caused by the negligence of EKR or its employees while acting in the course of their employment, and except in relation to  any specified payment, lump sum, milestone or royalty payment unpaid) to [**] US Dollars ($[**]); provided however that such limitation  shall not apply to the extent that PPI or any PPI Indemnified Party is required to pay in excess of such amount to a third party in respect of a  final judgment or order obtained by the third party.",Liability
"Notwithstanding anything contained in this Agreement or the Transition Services and Inventory Agreement or the  Supply Agreement in no circumstance shall either Party be liable to the other in contract, tort (including negligence or breach of statutory  duty) or otherwise howsoever, and whatever the cause thereof, for any special, indirect or consequential loss or damage of any nature  whatsoever except in the cases of fraud or intentional misconduct or in the case of PPI as a result of PPI's breach of Section 7.2.12 of the  Supply Agreement.",Liability
"obligations of the Remarketing Agents may be terminated by them by notice given to the Company prior to 12:00 noon, New York City time on the Remarketing Settlement Date if, prior to that time, any of the applicable conditions precedent to the obligations of the Remarketing Agents described in Section 5 hereof shall have failed to occur.",Termination
"THIS REMARKETING AGREEMENT AND THE PRICING AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW TO THE EXTENT THAT SUCH PRINCIPLES WOULD REQUIRE OR PERMIT THE APPLICATION OF LAWS OF ANOTHER JURISDICTION.",Governance
"Notwithstanding the provisions of this subsection (d), no Remarketing Agent shall be required to contribute any amount in excess of the amount by which the total price at which the applicable Securities remarketed by it and distributed to the public were offered to the public exceeds the amount of any damages which such Remarketing Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.",Liability
"THIS STRATEGIC ALLIANCE AGREEMENT (the ""Agreement""), made effective this 17t h day of February 2016, through February 16, 2019 (the ""Initial Term"") i",Termination
"After the Initial Term, this Agreement shall continue on a month to month basis until terminated by either party upon thirty (30) days prior written notice to the other setting forth the effective date of such termination.",Termination
